OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
633,215101,2477,349,1350,248,5,429,1,16,79,2311,305,1315,223,5,378,1,16,68,1788,1619,169,Tract: 2151.01\nTotal Population: 2477,navigatela/reports/census_tracts_2010.cfm?PK=215101
634,215102,3110,355,1974,209,6,450,1,10,105,2931,307,1907,199,6,409,1,9,93,2206,2043,163,Tract: 2151.02\nTotal Population: 3110,navigatela/reports/census_tracts_2010.cfm?PK=215102
635,216100,2289,292,1001,476,3,398,3,9,107,1945,228,856,424,3,362,3,8,61,1116,1026,90,Tract: 2161.00\nTotal Population: 2289,navigatela/reports/census_tracts_2010.cfm?PK=216100
636,216200,4911,740,1906,1211,14,832,7,27,174,4293,583,1745,1046,8,752,6,23,130,2644,2475,169,Tract: 2162.00\nTotal Population: 4911,navigatela/reports/census_tracts_2010.cfm?PK=216200
637,216300,4526,423,2779,473,10,664,2,20,155,3893,340,2380,426,9,609,2,15,112,2502,2327,175,Tract: 2163.00\nTotal Population: 4526,navigatela/reports/census_tracts_2010.cfm?PK=216300
638,216401,4189,323,3079,192,16,326,1,24,228,3603,274,2642,172,16,299,1,14,185,2373,2101,272,Tract: 2164.01\nTotal Population: 4189,navigatela/reports/census_tracts_2010.cfm?PK=216401
639,216402,2615,140,2035,83,7,173,2,5,170,2338,128,1810,76,7,163,2,5,147,1532,1351,181,Tract: 2164.02\nTotal Population: 2615,navigatela/reports/census_tracts_2010.cfm?PK=216402
640,216700,3709,747,1173,1269,11,312,3,31,163,3095,564,1015,1090,9,271,3,24,119,1744,1607,137,Tract: 2167.00\nTotal Population: 3709,navigatela/reports/census_tracts_2010.cfm?PK=216700
641,216800,3289,597,2091,288,4,197,1,22,89,2690,428,1750,255,4,180,1,15,57,1614,1473,141,Tract: 2168.00\nTotal Population: 3289,navigatela/reports/census_tracts_2010.cfm?PK=216800
642,216900,5060,999,1769,1733,16,302,5,38,198,4335,790,1577,1529,14,273,2,24,126,2555,2382,173,Tract: 2169.00\nTotal Population: 5060,navigatela/reports/census_tracts_2010.cfm?PK=216900
643,217001,2654,182,2212,80,2,71,1,13,93,1908,142,1566,73,2,65,1,5,54,1075,984,91,Tract: 2170.01\nTotal Population: 2654,navigatela/reports/census_tracts_2010.cfm?PK=217001
644,217002,4977,541,3299,478,5,421,4,36,193,4148,466,2688,427,4,386,4,27,146,2370,2212,158,Tract: 2170.02\nTotal Population: 4977,navigatela/reports/census_tracts_2010.cfm?PK=217002
645,217100,5374,2036,1075,1783,20,243,3,44,170,4292,1441,957,1502,17,220,3,33,119,2468,2266,202,Tract: 2171.00\nTotal Population: 5374,navigatela/reports/census_tracts_2010.cfm?PK=217100
646,217200,3905,1599,675,1151,4,322,2,16,136,3080,1125,608,953,3,281,2,10,98,1669,1556,113,Tract: 2172.00\nTotal Population: 3905,navigatela/reports/census_tracts_2010.cfm?PK=217200
647,218110,3453,1885,195,802,5,499,0,11,56,2662,1333,174,677,4,427,0,9,38,1217,1127,90,Tract: 2181.10\nTotal Population: 3453,navigatela/reports/census_tracts_2010.cfm?PK=218110
648,218120,4530,3127,102,503,7,697,4,43,47,3383,2205,88,391,6,625,2,27,39,1466,1359,107,Tract: 2181.20\nTotal Population: 4530,navigatela/reports/census_tracts_2010.cfm?PK=218120
649,218210,4457,3182,144,1002,2,40,6,28,53,3199,2174,135,788,2,36,6,18,40,1256,1157,99,Tract: 2182.10\nTotal Population: 4457,navigatela/reports/census_tracts_2010.cfm?PK=218210
650,218220,4358,2271,298,1450,5,207,0,25,102,3277,1568,256,1185,5,181,0,17,65,1563,1436,127,Tract: 2182.20\nTotal Population: 4358,navigatela/reports/census_tracts_2010.cfm?PK=218220
651,218300,5520,2912,374,1860,12,185,4,26,147,4208,2043,345,1525,9,157,3,20,106,2166,2009,157,Tract: 2183.00\nTotal Population: 5520,navigatela/reports/census_tracts_2010.cfm?PK=218300
652,218400,4714,3112,194,1248,6,48,9,37,60,3396,2117,158,1002,5,41,9,19,45,1494,1388,106,Tract: 2184.00\nTotal Population: 4714,navigatela/reports/census_tracts_2010.cfm?PK=218400
653,218500,2869,1556,153,992,2,76,3,17,70,2187,1115,138,808,2,63,3,10,48,1038,950,88,Tract: 2185.00\nTotal Population: 2869,navigatela/reports/census_tracts_2010.cfm?PK=218500
654,218600,3142,1656,186,1137,6,69,1,8,79,2371,1159,151,934,4,64,1,7,51,1104,1015,89,Tract: 2186.00\nTotal Population: 3142,navigatela/reports/census_tracts_2010.cfm?PK=218600
655,218701,2430,1029,121,1014,9,170,7,12,68,1846,714,94,812,8,149,6,8,55,881,824,57,Tract: 2187.01\nTotal Population: 2430,navigatela/reports/census_tracts_2010.cfm?PK=218701
656,218702,2176,1170,75,821,2,59,0,12,37,1585,808,56,636,1,50,0,12,22,848,744,104,Tract: 2187.02\nTotal Population: 2176,navigatela/reports/census_tracts_2010.cfm?PK=218702
657,218800,2658,1657,73,667,4,218,0,6,33,1985,1131,62,554,4,201,0,6,27,937,875,62,Tract: 2188.00\nTotal Population: 2658,navigatela/reports/census_tracts_2010.cfm?PK=218800
658,218900,5464,2731,281,2142,9,155,9,34,103,3988,1832,254,1651,6,146,6,29,64,2145,1947,198,Tract: 2189.00\nTotal Population: 5464,navigatela/reports/census_tracts_2010.cfm?PK=218900
659,219010,2814,1848,74,756,0,75,3,14,44,2032,1262,59,595,0,72,3,12,29,833,781,52,Tract: 2190.10\nTotal Population: 2814,navigatela/reports/census_tracts_2010.cfm?PK=219010
660,219020,4798,3102,135,1328,15,123,3,32,60,3470,2143,109,1010,11,122,3,30,42,1473,1392,81,Tract: 2190.20\nTotal Population: 4798,navigatela/reports/census_tracts_2010.cfm?PK=219020
661,219300,3700,2072,93,1246,13,178,1,22,75,2678,1362,73,991,8,171,1,15,57,1442,1333,109,Tract: 2193.00\nTotal Population: 3700,navigatela/reports/census_tracts_2010.cfm?PK=219300
662,219500,1737,337,63,948,4,326,2,9,48,1408,230,56,759,4,320,2,7,30,760,717,43,Tract: 2195.00\nTotal Population: 1737,navigatela/reports/census_tracts_2010.cfm?PK=219500
663,219700,4306,2744,132,1279,22,50,0,22,57,3182,1921,112,1017,20,45,0,14,53,1411,1307,104,Tract: 2197.00\nTotal Population: 4306,navigatela/reports/census_tracts_2010.cfm?PK=219700
664,219800,3310,2459,48,712,8,36,1,12,34,2282,1660,44,511,8,30,1,9,19,1018,952,66,Tract: 2198.00\nTotal Population: 3310,navigatela/reports/census_tracts_2010.cfm?PK=219800
665,219901,5234,4179,115,840,6,30,2,16,46,3547,2749,90,641,4,25,2,8,28,1470,1399,71,Tract: 2199.01\nTotal Population: 5234,navigatela/reports/census_tracts_2010.cfm?PK=219901
666,219902,4113,2971,143,848,5,66,4,14,62,3038,2084,122,705,4,65,3,10,45,1237,1188,49,Tract: 2199.02\nTotal Population: 4113,navigatela/reports/census_tracts_2010.cfm?PK=219902
667,220000,5345,2645,133,2294,12,129,0,38,94,3973,1786,110,1841,8,123,0,30,75,2048,1914,134,Tract: 2200.00\nTotal Population: 5345,navigatela/reports/census_tracts_2010.cfm?PK=220000
668,220100,2334,669,105,1361,1,141,2,7,48,1842,495,92,1081,1,134,2,4,33,1034,1000,34,Tract: 2201.00\nTotal Population: 2334,navigatela/reports/census_tracts_2010.cfm?PK=220100
669,221110,3565,3160,87,43,6,252,1,10,6,2591,2226,74,35,4,241,1,6,4,1148,1053,95,Tract: 2211.10\nTotal Population: 3565,navigatela/reports/census_tracts_2010.cfm?PK=221110
670,221120,3373,3157,70,55,4,60,0,20,7,2332,2181,37,44,3,52,0,9,6,869,842,27,Tract: 2211.20\nTotal Population: 3373,navigatela/reports/census_tracts_2010.cfm?PK=221120
671,221210,3300,2685,93,166,8,307,2,19,20,2458,1930,77,137,5,276,2,16,15,910,860,50,Tract: 2212.10\nTotal Population: 3300,navigatela/reports/census_tracts_2010.cfm?PK=221210
672,221220,3378,2987,77,70,4,217,1,9,13,2526,2198,64,56,4,190,1,5,8,1027,972,55,Tract: 2212.20\nTotal Population: 3378,navigatela/reports/census_tracts_2010.cfm?PK=221220
673,221302,4403,2949,210,808,8,355,3,27,43,3243,2042,177,647,4,323,3,20,27,1347,1254,93,Tract: 2213.02\nTotal Population: 4403,navigatela/reports/census_tracts_2010.cfm?PK=221302
674,221303,2551,1958,86,195,14,282,0,4,12,1895,1384,71,162,8,264,0,0,6,799,729,70,Tract: 2213.03\nTotal Population: 2551,navigatela/reports/census_tracts_2010.cfm?PK=221303
675,221304,3319,1796,105,753,7,611,3,10,34,2453,1200,93,599,6,522,2,5,26,1116,1050,66,Tract: 2213.04\nTotal Population: 3319,navigatela/reports/census_tracts_2010.cfm?PK=221304
676,221401,3359,1429,294,1423,10,126,2,23,52,2644,1031,276,1158,6,120,1,14,38,1366,1279,87,Tract: 2214.01\nTotal Population: 3359,navigatela/reports/census_tracts_2010.cfm?PK=221401
677,221402,2715,1329,227,770,5,320,1,9,54,2129,949,192,631,4,308,1,9,35,946,873,73,Tract: 2214.02\nTotal Population: 2715,navigatela/reports/census_tracts_2010.cfm?PK=221402
678,221500,3507,2391,63,785,6,140,0,34,88,2582,1672,57,623,6,123,0,25,76,1244,1145,99,Tract: 2215.00\nTotal Population: 3507,navigatela/reports/census_tracts_2010.cfm?PK=221500
679,221601,3403,2768,116,334,10,132,0,19,24,2522,2002,102,259,4,124,0,16,15,940,889,51,Tract: 2216.01\nTotal Population: 3403,navigatela/reports/census_tracts_2010.cfm?PK=221601
680,221602,2816,2549,49,115,0,81,2,13,7,2002,1791,41,81,0,72,2,10,5,854,807,47,Tract: 2216.02\nTotal Population: 2816,navigatela/reports/census_tracts_2010.cfm?PK=221602
681,221710,2621,2005,157,196,0,236,0,3,24,2042,1460,147,184,0,228,0,2,21,941,857,84,Tract: 2217.10\nTotal Population: 2621,navigatela/reports/census_tracts_2010.cfm?PK=221710
682,221810,2773,1417,510,231,5,520,0,12,78,2311,1032,503,177,5,517,0,8,69,1048,986,62,Tract: 2218.10\nTotal Population: 2773,navigatela/reports/census_tracts_2010.cfm?PK=221810
683,221820,3095,533,958,207,1,1251,3,14,128,2932,461,949,161,1,1216,3,14,127,1188,1117,71,Tract: 2218.20\nTotal Population: 3095,navigatela/reports/census_tracts_2010.cfm?PK=221820
684,221900,3664,1057,975,295,1,1161,5,14,156,3391,842,966,258,1,1151,5,13,155,1098,1023,75,Tract: 2219.00\nTotal Population: 3664,navigatela/reports/census_tracts_2010.cfm?PK=221900
685,222001,3237,2066,130,867,10,63,1,37,63,2394,1451,100,702,10,56,1,26,48,910,858,52,Tract: 2220.01\nTotal Population: 3237,navigatela/reports/census_tracts_2010.cfm?PK=222001
686,222002,4655,3039,140,1353,2,24,5,42,50,3379,2165,78,1036,1,21,4,36,38,1355,1285,70,Tract: 2220.02\nTotal Population: 4655,navigatela/reports/census_tracts_2010.cfm?PK=222002
687,222100,3877,2629,132,928,2,93,7,47,39,2845,1842,113,738,1,87,5,28,31,1166,1097,69,Tract: 2221.00\nTotal Population: 3877,navigatela/reports/census_tracts_2010.cfm?PK=222100
688,222200,3965,2573,225,935,5,137,1,34,55,2947,1813,190,741,5,130,1,25,42,1258,1183,75,Tract: 2222.00\nTotal Population: 3965,navigatela/reports/census_tracts_2010.cfm?PK=222200
689,222500,4963,3556,74,1149,15,82,8,24,55,3507,2444,66,853,10,74,7,19,34,1347,1277,70,Tract: 2225.00\nTotal Population: 4963,navigatela/reports/census_tracts_2010.cfm?PK=222500
690,222600,5631,3069,434,1358,6,588,9,37,130,4277,2137,419,994,6,574,7,31,109,1813,1694,119,Tract: 2226.00\nTotal Population: 5631,navigatela/reports/census_tracts_2010.cfm?PK=222600
691,222700,3748,436,1747,156,1,1185,2,8,213,3699,431,1728,151,1,1169,2,8,209,272,266,6,Tract: 2227.00\nTotal Population: 3748,navigatela/reports/census_tracts_2010.cfm?PK=222700
692,224010,2433,1735,188,343,9,131,0,0,27,1879,1231,181,307,9,125,0,0,26,1235,1111,124,Tract: 2240.10\nTotal Population: 2433,navigatela/reports/census_tracts_2010.cfm?PK=224010
693,224020,2789,2333,134,235,3,50,0,15,19,2011,1600,124,212,3,50,0,4,18,1007,908,99,Tract: 2240.20\nTotal Population: 2789,navigatela/reports/census_tracts_2010.cfm?PK=224020
694,224200,2392,2252,44,40,0,46,0,8,2,1750,1636,33,35,0,40,0,5,1,714,683,31,Tract: 2242.00\nTotal Population: 2392,navigatela/reports/census_tracts_2010.cfm?PK=224200
695,224310,2025,1811,87,33,1,78,0,8,7,1444,1255,82,26,1,70,0,4,6,641,586,55,Tract: 2243.10\nTotal Population: 2025,navigatela/reports/census_tracts_2010.cfm?PK=224310
696,224320,3224,2965,45,125,2,83,0,1,3,2338,2130,41,87,2,74,0,1,3,1071,1018,53,Tract: 2243.20\nTotal Population: 3224,navigatela/reports/census_tracts_2010.cfm?PK=224320
697,224410,3140,1832,388,129,1,740,2,16,32,2621,1348,385,113,1,729,2,14,29,1130,1041,89,Tract: 2244.10\nTotal Population: 3140,navigatela/reports/census_tracts_2010.cfm?PK=224410
698,224420,2369,1961,125,162,6,100,1,1,13,1786,1416,117,137,6,96,1,1,12,773,742,31,Tract: 2244.20\nTotal Population: 2369,navigatela/reports/census_tracts_2010.cfm?PK=224420
699,224600,3425,2960,87,300,0,38,3,15,22,2330,1941,77,248,0,35,1,8,20,811,768,43,Tract: 2246.00\nTotal Population: 3425,navigatela/reports/census_tracts_2010.cfm?PK=224600
700,224700,4856,648,2673,237,3,1089,2,14,190,4747,576,2657,226,3,1080,2,14,189,891,836,55,Tract: 2247.00\nTotal Population: 4856,navigatela/reports/census_tracts_2010.cfm?PK=224700
701,226001,2068,1843,36,126,4,54,0,4,1,1428,1239,25,106,4,51,0,2,1,530,482,48,Tract: 2260.01\nTotal Population: 2068,navigatela/reports/census_tracts_2010.cfm?PK=226001
702,226002,1604,799,364,293,6,107,0,3,32,1413,649,354,272,6,102,0,3,27,1076,794,282,Tract: 2260.02\nTotal Population: 1604,navigatela/reports/census_tracts_2010.cfm?PK=226002
703,226410,3491,3327,18,95,3,42,0,1,5,2277,2150,9,70,3,41,0,1,3,842,816,26,Tract: 2264.10\nTotal Population: 3491,navigatela/reports/census_tracts_2010.cfm?PK=226410
704,226420,4906,4439,16,379,1,54,3,6,8,3306,2940,14,286,1,54,1,5,5,1199,1129,70,Tract: 2264.20\nTotal Population: 4906,navigatela/reports/census_tracts_2010.cfm?PK=226420
705,226700,6170,5866,32,237,0,9,1,7,18,4021,3808,21,168,0,7,1,6,10,1324,1272,52,Tract: 2267.00\nTotal Population: 6170,navigatela/reports/census_tracts_2010.cfm?PK=226700
706,227010,4662,4293,28,329,3,1,1,2,5,3065,2828,18,213,1,1,1,1,2,1059,1000,59,Tract: 2270.10\nTotal Population: 4662,navigatela/reports/census_tracts_2010.cfm?PK=227010
707,227020,3599,3339,10,234,0,7,0,2,7,2295,2113,5,166,0,6,0,2,3,751,721,30,Tract: 2270.20\nTotal Population: 3599,navigatela/reports/census_tracts_2010.cfm?PK=227020
708,228100,4916,4487,22,357,6,7,0,14,23,3211,2892,14,274,3,7,0,9,12,1072,1014,58,Tract: 2281.00\nTotal Population: 4916,navigatela/reports/census_tracts_2010.cfm?PK=228100
709,228210,3806,3207,64,415,2,105,0,4,9,2591,2105,36,334,2,104,0,3,7,1010,961,49,Tract: 2282.10\nTotal Population: 3806,navigatela/reports/census_tracts_2010.cfm?PK=228210
710,228220,4389,3809,38,495,1,4,0,27,15,2794,2373,25,370,1,3,0,16,6,932,874,58,Tract: 2282.20\nTotal Population: 4389,navigatela/reports/census_tracts_2010.cfm?PK=228220
711,228310,4449,4108,23,288,2,4,0,7,17,2896,2625,16,232,2,3,0,7,11,1037,986,51,Tract: 2283.10\nTotal Population: 4449,navigatela/reports/census_tracts_2010.cfm?PK=228310
712,228320,3219,2872,11,321,3,1,0,5,6,2075,1808,4,248,3,1,0,5,6,759,676,83,Tract: 2283.20\nTotal Population: 3219,navigatela/reports/census_tracts_2010.cfm?PK=228320
713,228410,3320,3050,34,202,1,4,0,14,15,2103,1913,17,150,1,4,0,8,10,730,694,36,Tract: 2284.10\nTotal Population: 3320,navigatela/reports/census_tracts_2010.cfm?PK=228410
714,228420,3150,2780,13,332,1,1,1,9,13,2004,1760,9,224,1,1,1,3,5,726,684,42,Tract: 2284.20\nTotal Population: 3150,navigatela/reports/census_tracts_2010.cfm?PK=228420
715,228500,5220,4654,33,492,2,4,0,19,16,3331,2915,19,370,2,4,0,9,12,1128,1058,70,Tract: 2285.00\nTotal Population: 5220,navigatela/reports/census_tracts_2010.cfm?PK=228500
716,228600,5049,4387,64,544,0,15,0,19,20,3263,2773,38,414,0,12,0,15,11,1114,1047,67,Tract: 2286.00\nTotal Population: 5049,navigatela/reports/census_tracts_2010.cfm?PK=228600
717,228710,4235,3731,27,404,1,52,0,3,17,2753,2371,13,306,1,50,0,3,9,986,931,55,Tract: 2287.10\nTotal Population: 4235,navigatela/reports/census_tracts_2010.cfm?PK=228710
718,228720,4492,3940,22,489,4,2,0,25,10,2905,2513,16,357,2,2,0,13,2,1001,934,67,Tract: 2287.20\nTotal Population: 4492,navigatela/reports/census_tracts_2010.cfm?PK=228720
719,228800,5575,4910,31,509,2,85,0,17,21,3479,3025,21,353,2,63,0,6,9,1226,1163,63,Tract: 2288.00\nTotal Population: 5575,navigatela/reports/census_tracts_2010.cfm?PK=228800
720,228900,3216,2770,16,315,7,93,0,3,12,2008,1700,12,211,2,74,0,3,6,776,756,20,Tract: 2289.00\nTotal Population: 3216,navigatela/reports/census_tracts_2010.cfm?PK=228900
721,229100,4557,4090,26,417,1,2,0,7,14,2931,2596,21,300,0,2,0,3,9,967,906,61,Tract: 2291.00\nTotal Population: 4557,navigatela/reports/census_tracts_2010.cfm?PK=229100
722,229200,4394,3589,28,710,3,36,0,8,20,2926,2289,21,557,2,36,0,5,16,1153,1051,102,Tract: 2292.00\nTotal Population: 4394,navigatela/reports/census_tracts_2010.cfm?PK=229200
723,229300,5498,4824,55,581,1,11,2,3,21,3479,2974,39,441,0,7,2,3,13,1300,1207,93,Tract: 2293.00\nTotal Population: 5498,navigatela/reports/census_tracts_2010.cfm?PK=229300
724,229410,3343,2794,32,480,4,15,0,5,13,2219,1797,27,365,3,14,0,2,11,786,729,57,Tract: 2294.10\nTotal Population: 3343,navigatela/reports/census_tracts_2010.cfm?PK=229410
725,229420,4729,4134,14,541,6,3,1,12,18,3032,2598,9,395,6,3,1,11,9,1023,970,53,Tract: 2294.20\nTotal Population: 4729,navigatela/reports/census_tracts_2010.cfm?PK=229420
726,231100,3350,2426,134,675,27,44,3,8,33,2514,1685,130,597,20,43,3,7,29,704,662,42,Tract: 2311.00\nTotal Population: 3350,navigatela/reports/census_tracts_2010.cfm?PK=231100
727,231210,3688,2626,79,877,4,54,5,29,14,2602,1792,63,652,4,53,3,24,11,1124,1036,88,Tract: 2312.10\nTotal Population: 3688,navigatela/reports/census_tracts_2010.cfm?PK=231210
728,231220,3824,2780,49,825,14,102,0,12,42,2629,1844,34,612,8,94,0,6,31,1142,1068,74,Tract: 2312.20\nTotal Population: 3824,navigatela/reports/census_tracts_2010.cfm?PK=231220
729,231300,5348,3425,87,1617,15,60,5,64,75,3768,2336,70,1202,11,52,5,43,49,1584,1473,111,Tract: 2313.00\nTotal Population: 5348,navigatela/reports/census_tracts_2010.cfm?PK=231300
730,231400,4688,2967,64,1461,8,115,4,14,55,3370,2034,44,1134,5,97,1,12,43,1512,1405,107,Tract: 2314.00\nTotal Population: 4688,navigatela/reports/census_tracts_2010.cfm?PK=231400
731,231500,4752,2565,56,1935,5,114,0,20,57,3570,1847,42,1514,4,112,0,11,40,1430,1362,68,Tract: 2315.00\nTotal Population: 4752,navigatela/reports/census_tracts_2010.cfm?PK=231500
732,231600,7110,4668,104,2115,9,88,9,33,84,5092,3193,78,1641,8,79,5,23,65,2097,1918,179,Tract: 2316.00\nTotal Population: 7110,navigatela/reports/census_tracts_2010.cfm?PK=231600
733,231710,4358,3449,20,820,12,12,3,25,17,2864,2253,15,550,8,9,1,19,9,1271,1169,102,Tract: 2317.10\nTotal Population: 4358,navigatela/reports/census_tracts_2010.cfm?PK=231710
734,231720,4966,3876,61,856,3,107,0,48,15,3505,2678,56,633,3,104,0,19,12,1504,1377,127,Tract: 2317.20\nTotal Population: 4966,navigatela/reports/census_tracts_2010.cfm?PK=231720
735,231800,5303,4609,60,590,4,4,0,12,24,3613,3093,36,450,3,4,0,10,17,1390,1294,96,Tract: 2318.00\nTotal Population: 5303,navigatela/reports/census_tracts_2010.cfm?PK=231800
736,231900,5968,4995,43,883,5,15,0,13,14,3961,3248,37,641,4,13,0,9,9,1438,1342,96,Tract: 2319.00\nTotal Population: 5968,navigatela/reports/census_tracts_2010.cfm?PK=231900
737,232110,3191,2257,17,869,1,2,0,20,25,2185,1503,8,641,0,2,0,11,20,873,799,74,Tract: 2321.10\nTotal Population: 3191,navigatela/reports/census_tracts_2010.cfm?PK=232110
738,232120,5263,4119,39,1016,19,16,3,15,36,3559,2740,27,726,14,10,3,12,27,1378,1307,71,Tract: 2321.20\nTotal Population: 5263,navigatela/reports/census_tracts_2010.cfm?PK=232120
739,232200,3119,1934,43,1089,4,5,0,16,28,2249,1330,28,851,4,5,0,11,20,885,794,91,Tract: 2322.00\nTotal Population: 3119,navigatela/reports/census_tracts_2010.cfm?PK=232200
740,232300,3926,2532,28,1297,8,6,0,16,39,2841,1751,24,1017,7,6,0,9,27,1068,992,76,Tract: 2323.00\nTotal Population: 3926,navigatela/reports/census_tracts_2010.cfm?PK=232300
741,232400,6957,3926,89,2753,10,52,2,45,80,4999,2703,60,2095,4,45,2,30,60,1984,1854,130,Tract: 2324.00\nTotal Population: 6957,navigatela/reports/census_tracts_2010.cfm?PK=232400
742,232500,4619,2627,28,1884,9,8,0,21,42,3243,1789,20,1378,5,8,0,10,33,1438,1337,101,Tract: 2325.00\nTotal Population: 4619,navigatela/reports/census_tracts_2010.cfm?PK=232500
743,232600,6288,4373,36,1741,5,8,1,65,59,4558,3038,26,1389,4,8,1,48,44,1810,1677,133,Tract: 2326.00\nTotal Population: 6288,navigatela/reports/census_tracts_2010.cfm?PK=232600
744,232700,5895,4336,43,1424,5,30,0,22,35,4063,2886,30,1078,5,24,0,17,23,1612,1488,124,Tract: 2327.00\nTotal Population: 5895,navigatela/reports/census_tracts_2010.cfm?PK=232700
745,232800,3823,3079,27,654,10,16,0,4,33,2591,2033,25,490,7,10,0,4,22,963,882,81,Tract: 2328.00\nTotal Population: 3823,navigatela/reports/census_tracts_2010.cfm?PK=232800
746,234000,5335,1675,156,3199,11,101,5,42,146,4166,1172,131,2633,9,98,4,27,92,2012,1914,98,Tract: 2340.00\nTotal Population: 5335,navigatela/reports/census_tracts_2010.cfm?PK=234000
747,234200,2376,281,69,1680,6,245,2,9,84,1973,191,61,1411,6,237,2,8,57,1100,1055,45,Tract: 2342.00\nTotal Population: 2376,navigatela/reports/census_tracts_2010.cfm?PK=234200
748,234300,4098,256,43,3646,9,28,7,11,98,3374,172,40,3038,9,27,7,7,74,2385,2205,180,Tract: 2343.00\nTotal Population: 4098,navigatela/reports/census_tracts_2010.cfm?PK=234300
749,234501,2728,972,44,1578,5,26,5,42,56,2035,668,41,1217,2,24,4,35,44,914,854,60,Tract: 2345.01\nTotal Population: 2728,navigatela/reports/census_tracts_2010.cfm?PK=234501
750,234502,2698,910,42,1640,4,27,0,10,65,2081,662,37,1291,4,25,0,9,53,1158,1077,81,Tract: 2345.02\nTotal Population: 2698,navigatela/reports/census_tracts_2010.cfm?PK=234502
751,234600,5024,1581,80,3187,6,44,0,16,110,3798,1085,76,2495,4,39,0,15,84,1738,1635,103,Tract: 2346.00\nTotal Population: 5024,navigatela/reports/census_tracts_2010.cfm?PK=234600
752,234700,3888,1489,44,2239,15,18,6,28,49,2923,1023,35,1773,12,18,6,21,35,1443,1344,99,Tract: 2347.00\nTotal Population: 3888,navigatela/reports/census_tracts_2010.cfm?PK=234700
753,234800,3426,1455,43,1808,3,17,1,24,75,2548,1022,33,1401,2,16,1,18,55,1130,1069,61,Tract: 2348.00\nTotal Population: 3426,navigatela/reports/census_tracts_2010.cfm?PK=234800
754,234901,2999,1360,20,1553,1,8,5,12,40,2078,868,14,1147,1,6,4,9,29,1147,1060,87,Tract: 2349.01\nTotal Population: 2999,navigatela/reports/census_tracts_2010.cfm?PK=234901
755,234902,4005,1763,71,2058,3,12,0,18,80,2863,1149,62,1562,3,11,0,12,64,1606,1443,163,Tract: 2349.02\nTotal Population: 4005,navigatela/reports/census_tracts_2010.cfm?PK=234902
756,235100,4520,855,191,3207,5,77,6,21,158,3533,594,169,2571,4,64,6,17,108,1718,1644,74,Tract: 2351.00\nTotal Population: 4520,navigatela/reports/census_tracts_2010.cfm?PK=235100
757,235201,2781,864,33,1757,10,11,2,48,56,2104,591,27,1391,7,8,2,33,45,947,908,39,Tract: 2352.01\nTotal Population: 2781,navigatela/reports/census_tracts_2010.cfm?PK=235201
758,235202,4557,1436,62,2942,7,21,5,18,66,3337,939,49,2264,6,20,5,14,40,1921,1745,176,Tract: 2352.02\nTotal Population: 4557,navigatela/reports/census_tracts_2010.cfm?PK=235202
759,236000,4113,351,715,2595,5,264,3,15,165,3491,249,652,2212,4,241,3,13,117,2123,2025,98,Tract: 2360.00\nTotal Population: 4113,navigatela/reports/census_tracts_2010.cfm?PK=236000
760,236100,5265,926,88,3757,12,337,2,26,117,4105,590,77,3001,10,322,2,15,88,2852,2568,284,Tract: 2361.00\nTotal Population: 5265,navigatela/reports/census_tracts_2010.cfm?PK=236100
761,236202,6192,2934,70,2999,15,25,2,48,99,4299,1892,52,2222,14,22,2,27,68,2469,2215,254,Tract: 2362.02\nTotal Population: 6192,navigatela/reports/census_tracts_2010.cfm?PK=236202
762,236203,3417,963,30,2280,10,34,8,33,59,2475,623,27,1733,6,24,7,19,36,1453,1374,79,Tract: 2362.03\nTotal Population: 3417,navigatela/reports/census_tracts_2010.cfm?PK=236203
763,236204,3203,1358,38,1724,7,12,1,13,50,2189,820,33,1278,4,12,1,8,33,1389,1234,155,Tract: 2362.04\nTotal Population: 3203,navigatela/reports/census_tracts_2010.cfm?PK=236204
764,236400,4113,249,118,3496,5,60,2,18,165,3393,170,104,2923,4,54,1,15,122,2033,1902,131,Tract: 2364.00\nTotal Population: 4113,navigatela/reports/census_tracts_2010.cfm?PK=236400
765,237101,3705,2530,24,1110,5,9,0,14,13,2485,1668,10,773,4,7,0,13,10,1105,978,127,Tract: 2371.01\nTotal Population: 3705,navigatela/reports/census_tracts_2010.cfm?PK=237101
766,237102,3254,2400,25,767,1,17,2,15,27,2192,1546,15,579,1,17,2,10,22,937,858,79,Tract: 2371.02\nTotal Population: 3254,navigatela/reports/census_tracts_2010.cfm?PK=237102
767,237201,3506,2616,33,800,4,11,0,8,34,2428,1754,18,614,4,11,0,8,19,960,885,75,Tract: 2372.01\nTotal Population: 3506,navigatela/reports/census_tracts_2010.cfm?PK=237201
768,237202,4388,2688,36,1569,3,15,0,36,41,3125,1819,25,1212,3,13,0,26,27,1325,1238,87,Tract: 2372.02\nTotal Population: 4388,navigatela/reports/census_tracts_2010.cfm?PK=237202
